change_id,issue_id,description,status,created_at
EC-01303,QI-11079,Engineering change addressing: surface finish outside specification,approved,2026-04-26
EC-01304,QI-01207,Engineering change addressing: surface finish outside specification,approved,2026-08-12
EC-01305,QI-11107,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-05-14
EC-01306,QI-00398,Engineering change addressing: surface finish outside specification,proposed,2026-03-16
EC-01307,QI-07069,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-13
EC-01308,QI-08113,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-01
EC-01309,QI-01262,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-01
EC-01310,QI-11680,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-04-18
EC-01311,QI-01376,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-23
EC-01312,QI-05305,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-07-17
EC-01313,QI-06071,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-06-23
EC-01314,QI-11483,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-02
EC-01315,QI-02139,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-04-25
EC-01316,QI-07645,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-28
EC-01317,QI-05064,Engineering change addressing: material hardness below specification,proposed,2026-07-24
EC-01318,QI-06897,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-10
EC-01319,QI-06472,Engineering change addressing: material hardness below specification,approved,2026-04-07
EC-01320,QI-07606,Engineering change addressing: seal leakage detected during pressure test,approved,2026-02-14
EC-01321,QI-11187,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-11
EC-01322,QI-10917,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-07
EC-01323,QI-02006,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-01
EC-01324,QI-05830,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-06-20
EC-01325,QI-10394,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-24
EC-01326,QI-08516,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-15
EC-01327,QI-09895,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-28
EC-01328,QI-01437,Engineering change addressing: surface finish outside specification,approved,2026-02-01
EC-01329,QI-04584,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-01-14
EC-01330,QI-08285,Engineering change addressing: material hardness below specification,in_progress,2026-07-16
EC-01331,QI-01321,Engineering change addressing: material hardness below specification,proposed,2026-02-06
EC-01332,QI-10465,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-07
EC-01333,QI-11918,Engineering change addressing: material hardness below specification,approved,2026-02-06
EC-01334,QI-02035,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-22
EC-01335,QI-00973,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-05
EC-01336,QI-05801,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-07-23
EC-01337,QI-03114,Engineering change addressing: surface finish outside specification,approved,2026-07-03
EC-01338,QI-01639,Engineering change addressing: material hardness below specification,proposed,2026-06-02
EC-01339,QI-04927,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-08
EC-01340,QI-06695,Engineering change addressing: material hardness below specification,approved,2026-08-13
EC-01341,QI-06033,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-03-03
EC-01342,QI-07686,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-12
EC-01343,QI-10322,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-24
EC-01344,QI-05990,Engineering change addressing: material hardness below specification,in_progress,2026-05-10
EC-01345,QI-10923,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-23
EC-01346,QI-05624,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-17
EC-01347,QI-07088,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-15
EC-01348,QI-07361,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-22
EC-01349,QI-06637,Engineering change addressing: surface finish outside specification,in_progress,2026-07-28
EC-01350,QI-09108,Engineering change addressing: material hardness below specification,in_progress,2026-07-02
EC-01351,QI-07097,Engineering change addressing: surface finish outside specification,implemented,2026-01-01
EC-01352,QI-01761,Engineering change addressing: seal leakage detected during pressure test,approved,2026-02-03
EC-01353,QI-08187,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-25
EC-01354,QI-07163,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-01-22
EC-01355,QI-06251,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-04-26
EC-01356,QI-03110,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-15
EC-01357,QI-03578,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-05
EC-01358,QI-08755,Engineering change addressing: material hardness below specification,in_progress,2026-07-12
EC-01359,QI-03010,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-07
EC-01360,QI-10919,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-19
EC-01361,QI-04245,Engineering change addressing: seal leakage detected during pressure test,approved,2026-02-09
EC-01362,QI-06327,Engineering change addressing: material hardness below specification,in_progress,2026-04-23
EC-01363,QI-04124,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-12
EC-01364,QI-07906,Engineering change addressing: surface finish outside specification,proposed,2026-02-20
EC-01365,QI-05661,Engineering change addressing: material hardness below specification,in_progress,2026-07-25
EC-01366,QI-03899,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-08
EC-01367,QI-11641,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-10
EC-01368,QI-09731,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-04-07
EC-01369,QI-04445,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-21
EC-01370,QI-06716,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-18
EC-01371,QI-09739,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-03
EC-01372,QI-09319,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-20
EC-01373,QI-07929,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-05-01
EC-01374,QI-00361,Engineering change addressing: seal leakage detected during pressure test,approved,2026-07-25
EC-01375,QI-08775,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-03-14
EC-01376,QI-10447,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-08-04
EC-01377,QI-00961,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-20
EC-01378,QI-09388,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-08-14
EC-01379,QI-09975,Engineering change addressing: surface finish outside specification,in_progress,2026-07-11
EC-01380,QI-11617,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-05
EC-01381,QI-02091,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-10
EC-01382,QI-06983,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-03-11
EC-01383,QI-04535,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-03-16
EC-01384,QI-10468,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-02
EC-01385,QI-06025,Engineering change addressing: material hardness below specification,approved,2026-08-05
EC-01386,QI-01327,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-01
EC-01387,QI-07339,Engineering change addressing: material hardness below specification,approved,2026-02-07
EC-01388,QI-08334,Engineering change addressing: material hardness below specification,proposed,2026-02-17
EC-01389,QI-01582,Engineering change addressing: material hardness below specification,implemented,2026-08-11
EC-01390,QI-04172,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-03-20
EC-01391,QI-11268,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-05
EC-01392,QI-02328,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-06-16
EC-01393,QI-04067,Engineering change addressing: material hardness below specification,in_progress,2026-02-20
EC-01394,QI-04435,Engineering change addressing: material hardness below specification,in_progress,2026-08-14
EC-01395,QI-08990,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-08-26
EC-01396,QI-05800,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-17
EC-01397,QI-09123,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-16
EC-01398,QI-00683,Engineering change addressing: surface finish outside specification,approved,2026-02-28
EC-01399,QI-01393,Engineering change addressing: material hardness below specification,in_progress,2026-07-13
EC-01400,QI-00903,Engineering change addressing: surface finish outside specification,implemented,2026-04-02
EC-01401,QI-07535,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-07
EC-01402,QI-07915,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-02
EC-01403,QI-11758,Engineering change addressing: surface finish outside specification,in_progress,2026-04-05
EC-01404,QI-03084,Engineering change addressing: surface finish outside specification,implemented,2026-07-12
EC-01405,QI-05021,Engineering change addressing: material hardness below specification,proposed,2026-02-24
EC-01406,QI-01100,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-26
EC-01407,QI-07362,Engineering change addressing: surface finish outside specification,proposed,2026-04-19
EC-01408,QI-04962,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-07-25
EC-01409,QI-04463,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-07-02
EC-01410,QI-04705,Engineering change addressing: material hardness below specification,approved,2026-08-23
EC-01411,QI-08772,Engineering change addressing: material hardness below specification,proposed,2026-02-10
EC-01412,QI-04618,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-27
EC-01413,QI-10997,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-21
EC-01414,QI-10134,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-08
EC-01415,QI-06672,Engineering change addressing: material hardness below specification,in_progress,2026-06-12
EC-01416,QI-04299,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-01
EC-01417,QI-07853,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-24
EC-01418,QI-04152,Engineering change addressing: surface finish outside specification,approved,2026-06-24
EC-01419,QI-02955,Engineering change addressing: material hardness below specification,proposed,2026-04-08
EC-01420,QI-04734,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-20
EC-01421,QI-02399,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-03
EC-01422,QI-05576,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-15
EC-01423,QI-05137,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-14
EC-01424,QI-00245,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-27
EC-01425,QI-06933,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-27
EC-01426,QI-03975,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-05-08
EC-01427,QI-01599,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-28
EC-01428,QI-09504,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-11
EC-01429,QI-00338,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-06-22
EC-01430,QI-01049,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-08
EC-01431,QI-08162,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-06-15
EC-01432,QI-01038,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-19
EC-01433,QI-09046,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-04-27
EC-01434,QI-09346,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-07-07
EC-01435,QI-09205,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-03-27
EC-01436,QI-10399,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-28
EC-01437,QI-01524,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-25
EC-01438,QI-11502,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-08-22
EC-01439,QI-04301,Engineering change addressing: surface finish outside specification,implemented,2026-05-18
EC-01440,QI-00851,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-07
EC-01441,QI-02526,Engineering change addressing: material hardness below specification,approved,2026-07-05
EC-01442,QI-07436,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-14
EC-01443,QI-02494,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-05
EC-01444,QI-01679,Engineering change addressing: surface finish outside specification,implemented,2026-04-23
EC-01445,QI-08661,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-03-04
EC-01446,QI-10675,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-05
EC-01447,QI-04760,Engineering change addressing: surface finish outside specification,proposed,2026-07-02
EC-01448,QI-02136,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-18
EC-01449,QI-05609,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-11
EC-01450,QI-06658,Engineering change addressing: material hardness below specification,approved,2026-08-28
EC-01451,QI-09870,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-07-02
EC-01452,QI-03524,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-07-04
EC-01453,QI-09992,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-17
EC-01454,QI-07497,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-02
EC-01455,QI-06708,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-03
EC-01456,QI-04935,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-26
EC-01457,QI-03831,Engineering change addressing: material hardness below specification,in_progress,2026-02-04
EC-01458,QI-11633,Engineering change addressing: material hardness below specification,in_progress,2026-01-10
EC-01459,QI-11168,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-19
EC-01460,QI-04659,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-24
EC-01461,QI-10635,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-26
EC-01462,QI-01318,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-07
EC-01463,QI-03657,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-05-19
EC-01464,QI-04884,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-04
EC-01465,QI-05391,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-13
EC-01466,QI-10066,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-26
EC-01467,QI-01928,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-15
EC-01468,QI-02009,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-01-16
EC-01469,QI-07307,Engineering change addressing: material hardness below specification,proposed,2026-04-19
EC-01470,QI-03186,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-05-26
EC-01471,QI-03052,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-22
EC-01472,QI-05987,Engineering change addressing: surface finish outside specification,proposed,2026-07-19
EC-01473,QI-01813,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-21
EC-01474,QI-00656,Engineering change addressing: material hardness below specification,in_progress,2026-05-05
EC-01475,QI-07949,Engineering change addressing: seal leakage detected during pressure test,approved,2026-05-15
EC-01476,QI-04675,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-27
EC-01477,QI-02429,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-16
EC-01478,QI-05022,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-23
EC-01479,QI-07855,Engineering change addressing: material hardness below specification,approved,2026-01-09
EC-01480,QI-01490,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-01-20
EC-01481,QI-06778,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-08-25
EC-01482,QI-03355,Engineering change addressing: material hardness below specification,in_progress,2026-04-25
EC-01483,QI-09106,Engineering change addressing: material hardness below specification,approved,2026-01-27
EC-01484,QI-05564,Engineering change addressing: surface finish outside specification,approved,2026-08-11
EC-01485,QI-05860,Engineering change addressing: surface finish outside specification,implemented,2026-01-27
EC-01486,QI-06106,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-01
EC-01487,QI-01622,Engineering change addressing: surface finish outside specification,approved,2026-02-11
EC-01488,QI-11491,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-08-23
EC-01489,QI-11628,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-21
EC-01490,QI-10167,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-08-03
EC-01491,QI-10502,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-04
EC-01492,QI-01694,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-18
EC-01493,QI-03529,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-22
EC-01494,QI-01202,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-02
EC-01495,QI-05837,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-24
EC-01496,QI-04510,Engineering change addressing: surface finish outside specification,proposed,2026-05-19
EC-01497,QI-02698,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-04
EC-01498,QI-11557,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-11
EC-01499,QI-03092,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-24
EC-01500,QI-04148,Engineering change addressing: seal leakage detected during pressure test,approved,2026-05-20
EC-01501,QI-00491,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-22
EC-01502,QI-02366,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-26
EC-01503,QI-07146,Engineering change addressing: surface finish outside specification,approved,2026-04-27
EC-01504,QI-00556,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-01-20
EC-01505,QI-10830,Engineering change addressing: material hardness below specification,proposed,2026-05-17
EC-01506,QI-03179,Engineering change addressing: material hardness below specification,proposed,2026-07-06
EC-01507,QI-09755,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-15
EC-01508,QI-08002,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-17
EC-01509,QI-00731,Engineering change addressing: surface finish outside specification,approved,2026-06-14
EC-01510,QI-02489,Engineering change addressing: seal leakage detected during pressure test,approved,2026-05-09
EC-01511,QI-10391,Engineering change addressing: surface finish outside specification,implemented,2026-03-20
EC-01512,QI-11127,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-08-15
EC-01513,QI-05531,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-27
EC-01514,QI-03961,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-06-04
EC-01515,QI-07807,Engineering change addressing: surface finish outside specification,in_progress,2026-05-04
EC-01516,QI-05553,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-23
EC-01517,QI-01899,Engineering change addressing: material hardness below specification,proposed,2026-06-23
EC-01518,QI-05106,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-13
EC-01519,QI-10180,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-08
EC-01520,QI-05533,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-04-04
EC-01521,QI-06045,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-06
EC-01522,QI-11513,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-05-15
EC-01523,QI-09445,Engineering change addressing: surface finish outside specification,proposed,2026-04-13
EC-01524,QI-11584,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-15
EC-01525,QI-01556,Engineering change addressing: surface finish outside specification,implemented,2026-06-12
EC-01526,QI-07316,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-08-22
EC-01527,QI-02799,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-07
EC-01528,QI-06354,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-16
EC-01529,QI-06315,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-08
EC-01530,QI-08801,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-18
EC-01531,QI-02592,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-01-23
EC-01532,QI-04940,Engineering change addressing: surface finish outside specification,approved,2026-06-19
EC-01533,QI-06764,Engineering change addressing: material hardness below specification,implemented,2026-05-14
EC-01534,QI-08972,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-06-17
EC-01535,QI-09229,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-08-24
EC-01536,QI-11729,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-20
EC-01537,QI-08260,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-11
EC-01538,QI-06358,Engineering change addressing: surface finish outside specification,approved,2026-03-14
EC-01539,QI-07283,Engineering change addressing: surface finish outside specification,approved,2026-02-12
EC-01540,QI-02179,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-28
EC-01541,QI-06447,Engineering change addressing: material hardness below specification,approved,2026-03-22
EC-01542,QI-02039,Engineering change addressing: surface finish outside specification,in_progress,2026-04-07
EC-01543,QI-09903,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-07-12
EC-01544,QI-03118,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-14
EC-01545,QI-10902,Engineering change addressing: material hardness below specification,approved,2026-01-09
EC-01546,QI-07515,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-20
EC-01547,QI-05847,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-18
EC-01548,QI-11890,Engineering change addressing: surface finish outside specification,proposed,2026-07-26
EC-01549,QI-03834,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-02
EC-01550,QI-03799,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-01-28
EC-01551,QI-01617,Engineering change addressing: material hardness below specification,proposed,2026-04-25
EC-01552,QI-00863,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-24
EC-01553,QI-08767,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-05-24
EC-01554,QI-07801,Engineering change addressing: surface finish outside specification,approved,2026-07-07
EC-01555,QI-04346,Engineering change addressing: surface finish outside specification,implemented,2026-02-25
EC-01556,QI-10533,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-22
EC-01557,QI-05000,Engineering change addressing: surface finish outside specification,approved,2026-05-12
EC-01558,QI-09745,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-20
EC-01559,QI-02309,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-04-06
EC-01560,QI-09230,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-12
EC-01561,QI-01158,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-22
EC-01562,QI-01078,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-13
EC-01563,QI-02004,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-04-16
EC-01564,QI-05795,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-04
EC-01565,QI-06180,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-09
EC-01566,QI-09464,Engineering change addressing: material hardness below specification,approved,2026-08-04
EC-01567,QI-04447,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-07
EC-01568,QI-01473,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-04-08
EC-01569,QI-06420,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-10
EC-01570,QI-08581,Engineering change addressing: surface finish outside specification,in_progress,2026-07-08
EC-01571,QI-00179,Engineering change addressing: material hardness below specification,proposed,2026-03-06
EC-01572,QI-06125,Engineering change addressing: material hardness below specification,in_progress,2026-04-22
EC-01573,QI-06931,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-10
EC-01574,QI-05194,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-06-09
EC-01575,QI-02721,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-04-01
EC-01576,QI-04154,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-04
EC-01577,QI-00886,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-14
EC-01578,QI-11054,Engineering change addressing: material hardness below specification,in_progress,2026-08-25
EC-01579,QI-09511,Engineering change addressing: surface finish outside specification,in_progress,2026-04-03
EC-01580,QI-00418,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-19
EC-01581,QI-03693,Engineering change addressing: surface finish outside specification,implemented,2026-01-04
EC-01582,QI-10108,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-05
EC-01583,QI-08299,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-02-09
EC-01584,QI-01161,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-01
EC-01585,QI-00382,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-10
EC-01586,QI-09458,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-04
EC-01587,QI-11629,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-06
EC-01588,QI-09552,Engineering change addressing: surface finish outside specification,implemented,2026-05-10
EC-01589,QI-07656,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-22
EC-01590,QI-09045,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-22
EC-01591,QI-10373,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-04-07
EC-01592,QI-01220,Engineering change addressing: seal leakage detected during pressure test,approved,2026-05-16
EC-01593,QI-02781,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-06-10
EC-01594,QI-06169,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-28
EC-01595,QI-02712,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-21
EC-01596,QI-01864,Engineering change addressing: surface finish outside specification,proposed,2026-01-02
EC-01597,QI-03287,Engineering change addressing: material hardness below specification,approved,2026-07-25
EC-01598,QI-11282,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-04-17
EC-01599,QI-06185,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-18
EC-01600,QI-10075,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-16
EC-01601,QI-02375,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-17
EC-01602,QI-05565,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-06
EC-01603,QI-10893,Engineering change addressing: surface finish outside specification,approved,2026-08-28
EC-01604,QI-01571,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-07-06
EC-01605,QI-10275,Engineering change addressing: material hardness below specification,implemented,2026-05-01
EC-01606,QI-01200,Engineering change addressing: material hardness below specification,implemented,2026-02-17
EC-01607,QI-11015,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-13
EC-01608,QI-06448,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-08
EC-01609,QI-09946,Engineering change addressing: surface finish outside specification,in_progress,2026-02-22
EC-01610,QI-01674,Engineering change addressing: surface finish outside specification,implemented,2026-04-28
