issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-03028,PART-03471,FAC-006,Dimensional deviation detected during incoming inspection,medium,engineering_review,7.89,2026-07-06
QI-03029,PART-01841,FAC-037,Seal leakage detected during pressure test,critical,open,6.48,2026-04-06
QI-03030,PART-04458,FAC-017,Surface finish outside specification,critical,open,10.6,2026-05-26
QI-03031,PART-03977,FAC-006,Material hardness below specification,medium,resolved,11.16,2026-04-28
QI-03032,PART-03998,FAC-015,Dimensional deviation detected during incoming inspection,low,resolved,4.3,2026-07-16
QI-03033,PART-01588,FAC-031,Dimensional deviation detected during incoming inspection,low,open,8.42,2026-07-19
QI-03034,PART-02581,FAC-024,Dimensional deviation detected during incoming inspection,low,investigating,5.22,2026-01-23
QI-03035,PART-04343,FAC-017,Surface finish outside specification,critical,engineering_review,8.05,2026-03-03
QI-03036,PART-02168,FAC-002,Intermittent sensor reading failure under load,low,resolved,10.21,2026-07-28
QI-03037,PART-04870,FAC-010,Intermittent sensor reading failure under load,medium,investigating,3.51,2026-04-07
QI-03038,PART-01528,FAC-004,Fastener torque inconsistency observed on assembly line,critical,resolved,3.05,2026-06-24
QI-03039,PART-03112,FAC-002,Seal leakage detected during pressure test,low,investigating,0.43,2026-06-28
QI-03040,PART-03551,FAC-013,Dimensional deviation detected during incoming inspection,medium,engineering_review,2.11,2026-02-26
QI-03041,PART-03339,FAC-007,Fastener torque inconsistency observed on assembly line,critical,resolved,6.25,2026-05-10
QI-03042,PART-00486,FAC-016,Seal leakage detected during pressure test,high,resolved,8.55,2026-01-08
QI-03043,PART-01496,FAC-004,Surface finish outside specification,low,resolved,2.87,2026-08-10
QI-03044,PART-04893,FAC-012,Surface finish outside specification,low,investigating,1.1,2026-08-05
QI-03045,PART-03693,FAC-003,Surface finish outside specification,medium,investigating,7.34,2026-06-13
QI-03046,PART-02886,FAC-013,Intermittent sensor reading failure under load,critical,open,11.13,2026-03-16
QI-03047,PART-00874,FAC-035,Surface finish outside specification,medium,open,11.36,2026-01-05
QI-03048,PART-00485,FAC-014,Surface finish outside specification,medium,engineering_review,6.26,2026-08-17
QI-03049,PART-00391,FAC-012,Dimensional deviation detected during incoming inspection,high,open,1.7,2026-04-06
QI-03050,PART-01435,FAC-035,Fastener torque inconsistency observed on assembly line,medium,resolved,9.96,2026-05-04
QI-03051,PART-04590,FAC-009,Intermittent sensor reading failure under load,high,resolved,3.23,2026-05-12
QI-03052,PART-00100,FAC-006,Seal leakage detected during pressure test,critical,open,8.81,2026-08-22
QI-03053,PART-03890,FAC-021,Material hardness below specification,medium,resolved,5.65,2026-03-21
QI-03054,PART-02375,FAC-010,Intermittent sensor reading failure under load,low,investigating,3.17,2026-02-24
QI-03055,PART-02176,FAC-034,Intermittent sensor reading failure under load,high,engineering_review,3.71,2026-04-25
QI-03056,PART-02396,FAC-001,Surface finish outside specification,critical,investigating,11.94,2026-01-15
QI-03057,PART-01530,FAC-016,Fastener torque inconsistency observed on assembly line,high,engineering_review,4.48,2026-07-01
QI-03058,PART-02403,FAC-031,Dimensional deviation detected during incoming inspection,critical,resolved,6.18,2026-03-17
QI-03059,PART-01841,FAC-037,Intermittent sensor reading failure under load,medium,investigating,2.53,2026-01-03
QI-03060,PART-04538,FAC-007,Surface finish outside specification,high,engineering_review,7.33,2026-03-19
QI-03061,PART-00663,FAC-006,Intermittent sensor reading failure under load,medium,open,9.81,2026-01-10
QI-03062,PART-03696,FAC-003,Material hardness below specification,critical,resolved,10.27,2026-04-18
QI-03063,PART-04362,FAC-008,Seal leakage detected during pressure test,medium,open,3.56,2026-03-12
QI-03064,PART-02916,FAC-009,Material hardness below specification,low,open,2.15,2026-04-24
QI-03065,PART-02123,FAC-024,Seal leakage detected during pressure test,critical,investigating,7.2,2026-03-23
QI-03066,PART-00109,FAC-019,Dimensional deviation detected during incoming inspection,medium,engineering_review,11.04,2026-08-03
QI-03067,PART-02754,FAC-032,Fastener torque inconsistency observed on assembly line,low,investigating,4.54,2026-01-16
QI-03068,PART-00539,FAC-012,Dimensional deviation detected during incoming inspection,low,investigating,6.07,2026-08-19
QI-03069,PART-00582,FAC-030,Fastener torque inconsistency observed on assembly line,critical,resolved,7.86,2026-07-05
QI-03070,PART-02161,FAC-002,Surface finish outside specification,critical,resolved,7.29,2026-04-27
QI-03071,PART-02826,FAC-001,Intermittent sensor reading failure under load,critical,open,1.18,2026-01-20
QI-03072,PART-00137,FAC-001,Intermittent sensor reading failure under load,high,investigating,6.83,2026-03-22
QI-03073,PART-04625,FAC-012,Surface finish outside specification,medium,investigating,7.34,2026-04-09
QI-03074,PART-02710,FAC-020,Intermittent sensor reading failure under load,low,investigating,2.34,2026-06-07
QI-03075,PART-01568,FAC-004,Material hardness below specification,medium,investigating,10.17,2026-05-26
QI-03076,PART-01991,FAC-025,Intermittent sensor reading failure under load,low,resolved,7.93,2026-05-12
QI-03077,PART-01558,FAC-017,Surface finish outside specification,medium,open,10.68,2026-07-07
QI-03078,PART-03749,FAC-002,Surface finish outside specification,high,open,1.26,2026-08-02
QI-03079,PART-00979,FAC-015,Dimensional deviation detected during incoming inspection,high,open,10.13,2026-08-02
QI-03080,PART-01430,FAC-017,Material hardness below specification,medium,resolved,5.04,2026-03-01
QI-03081,PART-03244,FAC-002,Dimensional deviation detected during incoming inspection,medium,resolved,9.0,2026-03-25
QI-03082,PART-00426,FAC-002,Seal leakage detected during pressure test,low,resolved,6.5,2026-02-20
QI-03083,PART-00147,FAC-015,Intermittent sensor reading failure under load,low,resolved,9.41,2026-02-25
QI-03084,PART-04567,FAC-005,Surface finish outside specification,low,investigating,4.72,2026-07-12
QI-03085,PART-04874,FAC-022,Seal leakage detected during pressure test,critical,investigating,2.96,2026-01-23
QI-03086,PART-01520,FAC-039,Fastener torque inconsistency observed on assembly line,low,open,1.06,2026-06-10
QI-03087,PART-03781,FAC-001,Surface finish outside specification,high,open,6.04,2026-01-20
QI-03088,PART-03148,FAC-035,Surface finish outside specification,medium,engineering_review,0.13,2026-07-20
QI-03089,PART-01623,FAC-007,Intermittent sensor reading failure under load,low,open,3.74,2026-07-01
QI-03090,PART-00833,FAC-008,Intermittent sensor reading failure under load,critical,engineering_review,7.6,2026-05-04
QI-03091,PART-01989,FAC-009,Material hardness below specification,medium,investigating,3.16,2026-01-22
QI-03092,PART-00756,FAC-003,Intermittent sensor reading failure under load,low,resolved,0.47,2026-05-24
QI-03093,PART-01578,FAC-005,Surface finish outside specification,critical,resolved,5.61,2026-05-21
QI-03094,PART-03296,FAC-026,Seal leakage detected during pressure test,medium,open,7.38,2026-02-08
QI-03095,PART-03435,FAC-005,Seal leakage detected during pressure test,critical,resolved,5.34,2026-08-05
QI-03096,PART-04732,FAC-012,Surface finish outside specification,critical,resolved,7.22,2026-06-05
QI-03097,PART-00221,FAC-001,Dimensional deviation detected during incoming inspection,high,resolved,3.54,2026-08-20
QI-03098,PART-01884,FAC-036,Material hardness below specification,critical,open,3.84,2026-06-02
QI-03099,PART-04796,FAC-027,Dimensional deviation detected during incoming inspection,high,resolved,9.04,2026-06-12
QI-03100,PART-02415,FAC-008,Fastener torque inconsistency observed on assembly line,high,investigating,7.27,2026-05-04
QI-03101,PART-02821,FAC-003,Material hardness below specification,medium,investigating,10.85,2026-01-01
QI-03102,PART-00778,FAC-003,Seal leakage detected during pressure test,medium,investigating,2.35,2026-04-23
QI-03103,PART-02992,FAC-020,Dimensional deviation detected during incoming inspection,medium,engineering_review,10.32,2026-07-24
QI-03104,PART-00562,FAC-034,Surface finish outside specification,critical,resolved,10.19,2026-02-06
QI-03105,PART-02015,FAC-006,Fastener torque inconsistency observed on assembly line,medium,engineering_review,0.31,2026-01-20
QI-03106,PART-00707,FAC-034,Fastener torque inconsistency observed on assembly line,critical,open,6.39,2026-05-14
QI-03107,PART-04848,FAC-015,Seal leakage detected during pressure test,low,investigating,1.87,2026-02-28
QI-03108,PART-01241,FAC-018,Intermittent sensor reading failure under load,low,engineering_review,7.85,2026-05-11
QI-03109,PART-03969,FAC-017,Seal leakage detected during pressure test,medium,engineering_review,6.86,2026-04-05
QI-03110,PART-02060,FAC-009,Fastener torque inconsistency observed on assembly line,low,investigating,0.48,2026-05-15
QI-03111,PART-03708,FAC-011,Material hardness below specification,critical,open,9.19,2026-07-21
QI-03112,PART-03124,FAC-006,Seal leakage detected during pressure test,critical,resolved,3.5,2026-03-24
QI-03113,PART-03622,FAC-040,Material hardness below specification,critical,engineering_review,1.97,2026-02-05
QI-03114,PART-02993,FAC-022,Surface finish outside specification,high,engineering_review,6.36,2026-07-03
QI-03115,PART-02979,FAC-001,Surface finish outside specification,medium,investigating,6.42,2026-02-20
QI-03116,PART-04909,FAC-011,Dimensional deviation detected during incoming inspection,low,engineering_review,2.44,2026-01-26
QI-03117,PART-00650,FAC-013,Material hardness below specification,critical,engineering_review,5.23,2026-02-28
QI-03118,PART-04983,FAC-013,Seal leakage detected during pressure test,low,resolved,11.85,2026-03-14
QI-03119,PART-03951,FAC-031,Material hardness below specification,low,engineering_review,5.97,2026-02-26
QI-03120,PART-01738,FAC-028,Material hardness below specification,medium,resolved,11.26,2026-08-06
QI-03121,PART-01460,FAC-022,Dimensional deviation detected during incoming inspection,medium,investigating,10.1,2026-02-21
QI-03122,PART-02438,FAC-014,Material hardness below specification,critical,open,8.45,2026-04-08
QI-03123,PART-01165,FAC-006,Fastener torque inconsistency observed on assembly line,medium,investigating,7.01,2026-08-04
QI-03124,PART-01338,FAC-025,Dimensional deviation detected during incoming inspection,high,engineering_review,8.56,2026-03-12
QI-03125,PART-03788,FAC-004,Fastener torque inconsistency observed on assembly line,medium,engineering_review,10.36,2026-05-17
QI-03126,PART-03480,FAC-039,Dimensional deviation detected during incoming inspection,high,engineering_review,2.79,2026-02-21
QI-03127,PART-00176,FAC-001,Surface finish outside specification,medium,engineering_review,2.65,2026-01-05
QI-03128,PART-00525,FAC-020,Dimensional deviation detected during incoming inspection,critical,open,9.33,2026-07-25
QI-03129,PART-02912,FAC-002,Material hardness below specification,critical,investigating,4.31,2026-08-10
QI-03130,PART-03791,FAC-005,Intermittent sensor reading failure under load,high,resolved,7.08,2026-08-27
QI-03131,PART-01829,FAC-022,Seal leakage detected during pressure test,high,resolved,8.92,2026-06-07
QI-03132,PART-01178,FAC-003,Fastener torque inconsistency observed on assembly line,critical,open,2.21,2026-08-01
QI-03133,PART-02336,FAC-030,Dimensional deviation detected during incoming inspection,medium,resolved,6.86,2026-06-02
QI-03134,PART-01192,FAC-015,Surface finish outside specification,low,resolved,6.55,2026-03-15
QI-03135,PART-02467,FAC-005,Surface finish outside specification,medium,engineering_review,5.62,2026-04-02
QI-03136,PART-03070,FAC-018,Surface finish outside specification,high,open,2.22,2026-02-07
QI-03137,PART-04366,FAC-005,Material hardness below specification,medium,resolved,1.51,2026-02-12
QI-03138,PART-01257,FAC-026,Fastener torque inconsistency observed on assembly line,medium,engineering_review,11.05,2026-06-24
QI-03139,PART-02071,FAC-004,Fastener torque inconsistency observed on assembly line,high,engineering_review,6.56,2026-01-24
QI-03140,PART-02857,FAC-001,Seal leakage detected during pressure test,critical,investigating,6.53,2026-05-28
QI-03141,PART-02612,FAC-007,Surface finish outside specification,critical,investigating,0.77,2026-06-10
QI-03142,PART-03233,FAC-015,Intermittent sensor reading failure under load,low,resolved,3.8,2026-03-14
QI-03143,PART-03801,FAC-005,Fastener torque inconsistency observed on assembly line,low,engineering_review,0.85,2026-04-12
QI-03144,PART-03322,FAC-007,Surface finish outside specification,high,investigating,4.99,2026-01-21
QI-03145,PART-00606,FAC-024,Material hardness below specification,critical,investigating,11.03,2026-03-28
QI-03146,PART-00880,FAC-010,Material hardness below specification,critical,engineering_review,3.49,2026-02-27
QI-03147,PART-01373,FAC-005,Seal leakage detected during pressure test,critical,engineering_review,10.94,2026-07-13
QI-03148,PART-01207,FAC-032,Surface finish outside specification,high,resolved,0.68,2026-04-13
QI-03149,PART-02430,FAC-003,Surface finish outside specification,critical,investigating,4.97,2026-08-16
QI-03150,PART-01152,FAC-020,Fastener torque inconsistency observed on assembly line,low,resolved,6.85,2026-01-09
QI-03151,PART-00536,FAC-016,Surface finish outside specification,high,open,1.99,2026-04-13
QI-03152,PART-02028,FAC-022,Dimensional deviation detected during incoming inspection,medium,investigating,0.99,2026-01-05
QI-03153,PART-04444,FAC-039,Material hardness below specification,low,resolved,3.28,2026-07-24
QI-03154,PART-00097,FAC-030,Dimensional deviation detected during incoming inspection,low,investigating,2.78,2026-06-06
QI-03155,PART-04738,FAC-022,Seal leakage detected during pressure test,critical,engineering_review,6.2,2026-07-08
QI-03156,PART-00414,FAC-017,Material hardness below specification,high,resolved,9.06,2026-04-16
QI-03157,PART-02647,FAC-025,Dimensional deviation detected during incoming inspection,low,engineering_review,11.2,2026-05-27
QI-03158,PART-04312,FAC-005,Material hardness below specification,medium,open,1.08,2026-08-11
QI-03159,PART-01747,FAC-013,Seal leakage detected during pressure test,high,resolved,1.75,2026-07-09
QI-03160,PART-03264,FAC-028,Seal leakage detected during pressure test,high,open,11.36,2026-07-09
QI-03161,PART-04715,FAC-014,Dimensional deviation detected during incoming inspection,medium,investigating,11.79,2026-02-09
QI-03162,PART-00165,FAC-024,Fastener torque inconsistency observed on assembly line,critical,investigating,7.22,2026-06-06
QI-03163,PART-02610,FAC-016,Dimensional deviation detected during incoming inspection,critical,investigating,9.46,2026-08-02
QI-03164,PART-03574,FAC-004,Surface finish outside specification,low,engineering_review,9.07,2026-07-04
QI-03165,PART-03843,FAC-001,Seal leakage detected during pressure test,critical,resolved,1.09,2026-05-05
QI-03166,PART-00207,FAC-024,Intermittent sensor reading failure under load,high,open,11.43,2026-03-27
QI-03167,PART-04885,FAC-035,Intermittent sensor reading failure under load,low,investigating,1.14,2026-05-07
QI-03168,PART-01254,FAC-016,Fastener torque inconsistency observed on assembly line,critical,resolved,10.03,2026-06-11
QI-03169,PART-01762,FAC-031,Material hardness below specification,medium,resolved,1.11,2026-07-14
QI-03170,PART-00456,FAC-009,Surface finish outside specification,critical,investigating,11.81,2026-01-20
QI-03171,PART-00070,FAC-005,Fastener torque inconsistency observed on assembly line,medium,resolved,0.69,2026-01-05
QI-03172,PART-01701,FAC-007,Seal leakage detected during pressure test,low,open,3.24,2026-01-04
QI-03173,PART-01369,FAC-022,Dimensional deviation detected during incoming inspection,critical,resolved,6.23,2026-08-12
QI-03174,PART-04065,FAC-027,Material hardness below specification,high,investigating,4.4,2026-04-16
QI-03175,PART-00473,FAC-014,Surface finish outside specification,high,engineering_review,2.9,2026-01-02
QI-03176,PART-00596,FAC-006,Fastener torque inconsistency observed on assembly line,high,engineering_review,7.08,2026-02-22
QI-03177,PART-04435,FAC-013,Surface finish outside specification,medium,engineering_review,8.62,2026-08-11
QI-03178,PART-00471,FAC-033,Fastener torque inconsistency observed on assembly line,high,engineering_review,6.77,2026-08-18
QI-03179,PART-01234,FAC-012,Material hardness below specification,critical,engineering_review,4.02,2026-07-06
QI-03180,PART-03119,FAC-007,Surface finish outside specification,low,engineering_review,4.17,2026-02-14
QI-03181,PART-03817,FAC-011,Surface finish outside specification,critical,open,5.02,2026-05-17
QI-03182,PART-01162,FAC-021,Fastener torque inconsistency observed on assembly line,high,engineering_review,0.33,2026-02-16
QI-03183,PART-00874,FAC-035,Dimensional deviation detected during incoming inspection,critical,engineering_review,8.18,2026-05-17
QI-03184,PART-03808,FAC-020,Dimensional deviation detected during incoming inspection,low,engineering_review,3.17,2026-07-05
QI-03185,PART-00956,FAC-028,Fastener torque inconsistency observed on assembly line,medium,engineering_review,9.73,2026-04-04
QI-03186,PART-04063,FAC-010,Seal leakage detected during pressure test,critical,open,7.5,2026-05-26
QI-03187,PART-02191,FAC-017,Dimensional deviation detected during incoming inspection,critical,engineering_review,0.29,2026-03-23
QI-03188,PART-02868,FAC-032,Surface finish outside specification,critical,open,10.12,2026-04-01
QI-03189,PART-02086,FAC-015,Dimensional deviation detected during incoming inspection,low,investigating,2.84,2026-07-21
QI-03190,PART-01984,FAC-013,Material hardness below specification,low,open,9.81,2026-02-23
QI-03191,PART-04015,FAC-002,Fastener torque inconsistency observed on assembly line,high,open,11.4,2026-04-20
QI-03192,PART-03566,FAC-011,Surface finish outside specification,medium,investigating,6.35,2026-02-01
QI-03193,PART-04184,FAC-034,Material hardness below specification,low,engineering_review,10.34,2026-06-26
QI-03194,PART-00563,FAC-007,Seal leakage detected during pressure test,medium,resolved,9.31,2026-06-24
QI-03195,PART-02572,FAC-014,Fastener torque inconsistency observed on assembly line,medium,resolved,6.7,2026-04-18
QI-03196,PART-00207,FAC-024,Fastener torque inconsistency observed on assembly line,medium,open,1.64,2026-05-03
QI-03197,PART-01302,FAC-016,Fastener torque inconsistency observed on assembly line,low,engineering_review,0.48,2026-06-09
QI-03198,PART-04228,FAC-015,Surface finish outside specification,medium,resolved,8.53,2026-04-07
QI-03199,PART-04466,FAC-033,Material hardness below specification,critical,open,7.85,2026-05-18
QI-03200,PART-01568,FAC-004,Surface finish outside specification,high,open,2.93,2026-07-14
QI-03201,PART-02913,FAC-007,Surface finish outside specification,critical,open,0.13,2026-01-10
QI-03202,PART-01742,FAC-013,Fastener torque inconsistency observed on assembly line,low,open,8.65,2026-02-02
QI-03203,PART-04628,FAC-020,Fastener torque inconsistency observed on assembly line,high,resolved,7.73,2026-01-27
QI-03204,PART-02101,FAC-026,Dimensional deviation detected during incoming inspection,medium,engineering_review,7.08,2026-03-28
QI-03205,PART-01462,FAC-002,Seal leakage detected during pressure test,medium,engineering_review,9.67,2026-03-19
QI-03206,PART-02129,FAC-029,Surface finish outside specification,medium,resolved,3.75,2026-07-24
QI-03207,PART-00249,FAC-012,Material hardness below specification,critical,resolved,8.34,2026-07-08
QI-03208,PART-03515,FAC-014,Fastener torque inconsistency observed on assembly line,low,resolved,6.69,2026-03-10
QI-03209,PART-00397,FAC-006,Material hardness below specification,medium,investigating,6.91,2026-06-27
QI-03210,PART-00324,FAC-003,Fastener torque inconsistency observed on assembly line,critical,investigating,6.95,2026-03-08
QI-03211,PART-01430,FAC-017,Dimensional deviation detected during incoming inspection,low,investigating,7.12,2026-05-05
QI-03212,PART-03110,FAC-034,Surface finish outside specification,critical,engineering_review,7.0,2026-05-18
QI-03213,PART-02456,FAC-009,Surface finish outside specification,critical,engineering_review,7.59,2026-03-17
QI-03214,PART-03450,FAC-022,Intermittent sensor reading failure under load,critical,engineering_review,7.52,2026-08-15
QI-03215,PART-04174,FAC-037,Material hardness below specification,critical,resolved,11.0,2026-01-26
QI-03216,PART-01616,FAC-016,Surface finish outside specification,critical,resolved,10.34,2026-02-08
QI-03217,PART-02179,FAC-015,Surface finish outside specification,low,resolved,11.89,2026-02-28
QI-03218,PART-00591,FAC-036,Fastener torque inconsistency observed on assembly line,medium,resolved,11.82,2026-07-05
QI-03219,PART-02645,FAC-023,Material hardness below specification,critical,resolved,7.69,2026-07-12
QI-03220,PART-01061,FAC-020,Intermittent sensor reading failure under load,critical,resolved,4.27,2026-07-13
QI-03221,PART-01169,FAC-016,Seal leakage detected during pressure test,critical,investigating,5.18,2026-05-18
QI-03222,PART-01933,FAC-002,Fastener torque inconsistency observed on assembly line,low,resolved,11.02,2026-01-08
QI-03223,PART-00061,FAC-024,Seal leakage detected during pressure test,high,investigating,2.87,2026-05-11
QI-03224,PART-03938,FAC-019,Seal leakage detected during pressure test,low,engineering_review,9.0,2026-08-12
QI-03225,PART-03371,FAC-020,Material hardness below specification,critical,open,7.99,2026-07-09
QI-03226,PART-02564,FAC-003,Surface finish outside specification,critical,engineering_review,1.23,2026-07-22
QI-03227,PART-02316,FAC-008,Dimensional deviation detected during incoming inspection,high,engineering_review,11.52,2026-04-09
QI-03228,PART-01832,FAC-012,Fastener torque inconsistency observed on assembly line,high,investigating,11.86,2026-01-18
QI-03229,PART-01029,FAC-007,Dimensional deviation detected during incoming inspection,low,engineering_review,8.89,2026-01-08
QI-03230,PART-04646,FAC-009,Dimensional deviation detected during incoming inspection,high,investigating,5.27,2026-03-10
QI-03231,PART-01319,FAC-011,Surface finish outside specification,high,engineering_review,11.53,2026-03-05
QI-03232,PART-03034,FAC-025,Seal leakage detected during pressure test,low,resolved,7.21,2026-05-18
QI-03233,PART-00109,FAC-019,Material hardness below specification,medium,investigating,4.53,2026-03-28
QI-03234,PART-04641,FAC-004,Dimensional deviation detected during incoming inspection,low,engineering_review,1.5,2026-01-21
QI-03235,PART-01066,FAC-034,Seal leakage detected during pressure test,medium,investigating,5.72,2026-03-24
QI-03236,PART-02007,FAC-002,Dimensional deviation detected during incoming inspection,critical,open,1.17,2026-06-06
QI-03237,PART-03924,FAC-004,Fastener torque inconsistency observed on assembly line,low,resolved,9.6,2026-08-02
QI-03238,PART-01117,FAC-020,Dimensional deviation detected during incoming inspection,critical,resolved,6.97,2026-03-06
QI-03239,PART-00044,FAC-016,Dimensional deviation detected during incoming inspection,medium,investigating,8.76,2026-07-04
QI-03240,PART-04204,FAC-002,Seal leakage detected during pressure test,critical,resolved,1.54,2026-05-01
QI-03241,PART-04712,FAC-005,Seal leakage detected during pressure test,high,investigating,4.66,2026-06-27
QI-03242,PART-00268,FAC-014,Surface finish outside specification,high,resolved,3.15,2026-08-25
QI-03243,PART-02663,FAC-013,Seal leakage detected during pressure test,critical,investigating,1.92,2026-06-18
QI-03244,PART-02886,FAC-013,Seal leakage detected during pressure test,high,open,1.44,2026-05-05
QI-03245,PART-00847,FAC-035,Fastener torque inconsistency observed on assembly line,high,open,10.48,2026-03-01
QI-03246,PART-00023,FAC-024,Seal leakage detected during pressure test,critical,investigating,6.99,2026-01-18
QI-03247,PART-03815,FAC-006,Dimensional deviation detected during incoming inspection,medium,resolved,2.24,2026-05-22
QI-03248,PART-04428,FAC-004,Seal leakage detected during pressure test,medium,investigating,6.98,2026-06-05
QI-03249,PART-03119,FAC-007,Intermittent sensor reading failure under load,high,engineering_review,10.52,2026-04-05
QI-03250,PART-03012,FAC-012,Seal leakage detected during pressure test,critical,investigating,3.97,2026-05-15
QI-03251,PART-00414,FAC-017,Fastener torque inconsistency observed on assembly line,low,open,6.72,2026-04-04
QI-03252,PART-03019,FAC-018,Fastener torque inconsistency observed on assembly line,low,engineering_review,9.3,2026-05-25
QI-03253,PART-02465,FAC-005,Surface finish outside specification,critical,engineering_review,5.28,2026-04-02
QI-03254,PART-03254,FAC-002,Seal leakage detected during pressure test,medium,engineering_review,2.09,2026-03-08
QI-03255,PART-02137,FAC-035,Seal leakage detected during pressure test,high,engineering_review,0.25,2026-07-10
QI-03256,PART-04485,FAC-027,Material hardness below specification,low,open,9.55,2026-08-11
QI-03257,PART-04839,FAC-012,Seal leakage detected during pressure test,low,open,3.4,2026-04-04
QI-03258,PART-01805,FAC-035,Seal leakage detected during pressure test,low,open,9.31,2026-07-10
QI-03259,PART-02692,FAC-008,Material hardness below specification,low,investigating,7.51,2026-05-19
QI-03260,PART-00819,FAC-005,Fastener torque inconsistency observed on assembly line,high,investigating,2.85,2026-06-02
QI-03261,PART-03685,FAC-032,Intermittent sensor reading failure under load,low,open,4.48,2026-04-18
QI-03262,PART-03183,FAC-002,Material hardness below specification,critical,open,1.46,2026-02-06
QI-03263,PART-01970,FAC-029,Intermittent sensor reading failure under load,high,investigating,2.9,2026-01-25
QI-03264,PART-01377,FAC-018,Fastener torque inconsistency observed on assembly line,high,investigating,5.8,2026-07-17
QI-03265,PART-01218,FAC-028,Material hardness below specification,critical,engineering_review,6.93,2026-03-17
QI-03266,PART-02038,FAC-002,Intermittent sensor reading failure under load,high,investigating,3.7,2026-08-04
QI-03267,PART-03114,FAC-002,Dimensional deviation detected during incoming inspection,medium,engineering_review,11.53,2026-07-22
QI-03268,PART-03701,FAC-016,Surface finish outside specification,high,resolved,2.25,2026-04-12
QI-03269,PART-02308,FAC-005,Surface finish outside specification,critical,engineering_review,5.21,2026-06-13
QI-03270,PART-02830,FAC-028,Seal leakage detected during pressure test,critical,resolved,5.65,2026-03-19
QI-03271,PART-02277,FAC-011,Surface finish outside specification,critical,engineering_review,10.48,2026-04-28
QI-03272,PART-00692,FAC-011,Material hardness below specification,critical,investigating,3.16,2026-08-02
QI-03273,PART-00138,FAC-024,Surface finish outside specification,high,resolved,5.78,2026-01-01
QI-03274,PART-04158,FAC-008,Fastener torque inconsistency observed on assembly line,high,engineering_review,10.62,2026-08-07
QI-03275,PART-01373,FAC-005,Intermittent sensor reading failure under load,medium,investigating,6.98,2026-07-17
QI-03276,PART-01831,FAC-018,Fastener torque inconsistency observed on assembly line,high,investigating,10.14,2026-05-02
QI-03277,PART-02953,FAC-038,Seal leakage detected during pressure test,high,resolved,4.22,2026-04-07
QI-03278,PART-03066,FAC-039,Intermittent sensor reading failure under load,low,investigating,11.23,2026-03-19
QI-03279,PART-02802,FAC-016,Intermittent sensor reading failure under load,high,engineering_review,8.02,2026-07-24
QI-03280,PART-04348,FAC-027,Intermittent sensor reading failure under load,medium,engineering_review,2.83,2026-04-11
QI-03281,PART-01183,FAC-011,Material hardness below specification,high,investigating,6.46,2026-07-18
QI-03282,PART-03995,FAC-007,Seal leakage detected during pressure test,critical,investigating,8.9,2026-07-17
QI-03283,PART-03298,FAC-004,Dimensional deviation detected during incoming inspection,critical,resolved,1.36,2026-04-26
QI-03284,PART-01555,FAC-003,Surface finish outside specification,medium,open,7.32,2026-08-16
QI-03285,PART-03500,FAC-031,Seal leakage detected during pressure test,medium,engineering_review,5.6,2026-05-04
QI-03286,PART-04209,FAC-021,Intermittent sensor reading failure under load,critical,open,6.68,2026-05-18
QI-03287,PART-04100,FAC-018,Material hardness below specification,low,investigating,8.63,2026-07-25
QI-03288,PART-03016,FAC-002,Material hardness below specification,high,engineering_review,4.6,2026-02-10
QI-03289,PART-03496,FAC-001,Dimensional deviation detected during incoming inspection,low,resolved,1.15,2026-03-22
QI-03290,PART-03391,FAC-020,Intermittent sensor reading failure under load,medium,investigating,11.09,2026-04-14
QI-03291,PART-02359,FAC-013,Dimensional deviation detected during incoming inspection,medium,engineering_review,8.9,2026-02-19
QI-03292,PART-02255,FAC-031,Surface finish outside specification,medium,resolved,1.5,2026-08-22
QI-03293,PART-03467,FAC-003,Dimensional deviation detected during incoming inspection,critical,engineering_review,10.5,2026-01-24
QI-03294,PART-03489,FAC-018,Dimensional deviation detected during incoming inspection,medium,resolved,0.87,2026-01-16
QI-03295,PART-01391,FAC-008,Seal leakage detected during pressure test,high,engineering_review,3.75,2026-06-21
QI-03296,PART-01139,FAC-002,Seal leakage detected during pressure test,high,resolved,2.75,2026-06-01
QI-03297,PART-00737,FAC-004,Material hardness below specification,low,open,5.01,2026-01-19
QI-03298,PART-02335,FAC-004,Dimensional deviation detected during incoming inspection,high,engineering_review,9.8,2026-05-15
QI-03299,PART-03524,FAC-018,Intermittent sensor reading failure under load,critical,resolved,11.27,2026-06-21
QI-03300,PART-03697,FAC-029,Seal leakage detected during pressure test,high,engineering_review,3.05,2026-03-22
QI-03301,PART-04929,FAC-007,Intermittent sensor reading failure under load,medium,open,9.47,2026-04-16
QI-03302,PART-01947,FAC-037,Intermittent sensor reading failure under load,high,engineering_review,10.08,2026-03-19
QI-03303,PART-04416,FAC-013,Material hardness below specification,medium,open,4.02,2026-08-12
QI-03304,PART-02901,FAC-012,Material hardness below specification,medium,resolved,9.83,2026-07-07
QI-03305,PART-04206,FAC-011,Surface finish outside specification,low,investigating,10.83,2026-05-05
QI-03306,PART-00345,FAC-003,Surface finish outside specification,critical,investigating,0.54,2026-04-14
QI-03307,PART-00964,FAC-019,Seal leakage detected during pressure test,medium,open,6.36,2026-03-13
QI-03308,PART-00709,FAC-021,Dimensional deviation detected during incoming inspection,critical,open,5.86,2026-08-13
